	id	sent0	label
959	5810	Trailer irangan 88 mins koode atinu munbe 2.5k dislike nth malaranmaranu	Negative
960	4618	 Edakida  etra million ayi enna nokan varunavar onnu like	unknown_state 
961	5723	Aravindraj rs.(govt:model bhss thycaud	Positive
962	4297	 Ee videokk sheesham tovino fan aya arokke und🤚🤚	unknown_state 
963	1530	 Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA	Positive 
964	5098	 Ettan industry hit adichal ikkante hit urappa... Angane aavattee....	Positive 
965	5443	Adipwoli comedy trailer aane ettaaa  ittichaayan	Positive
966	6624	Oru vijay padam pole thonniyath enik maathramaano?	unknown_state
967	3085	 FDFS  for sure samshayam venda	Positive 
968	4069	 Mammoookkaaaa polichadukkiii katta waiting nv 21	Positive 
970	6734	143k views and 145k likes	unknown_state
972	3218	 Schoolile pillare kandille thaadiyum meeshayum okke undllo 🤔	Mixed_feelings 
976	966	 Raja Returns  രോമാഞ്ജിഫിക്കേഷൻ	unknown_state 
977	3669	 Sir hindi movie nhi he kya 🤔🤔🤔	not-malayalam 
978	5256	 ഇവിടെ telug padangal vevoola mr Twolinjo..	Negative 
981	5384	 SAMBAVAM HEVY AKKITTUNDE KATTA WAITING FOR RAJA	Positive 
982	1752	 Ikka mwuthe happy birthday   lub u	Positive 
983	2827	 Maryathakku oru trailer polym irakaan arillaaayy	Negative 
984	2820	 Katta ikka Fan's okke onnu like adichu pokke...	unknown_state 
985	574	 Venda kuttaa uruttaam.       Ufffff	unknown_state 
986	5814	ithu ividam kondonnum nilkilla monei.hatersei ningaludei karyama kashtam.poyi valla aduppilengannun poyi irikk.aa choodang maarattei.enna julay 5th.kaanaam allalla kaananam.	Negative
987	438	 Cinema kanditum idakku idakku keri trailer kanund	unknown_state 
989	1099	 Rajayum rajede pillarum stonga tripple strong	Positive 
990	6063	chattambi nadente oru cheriya oru koppi mathiri	unknown_state
991	1651	 17k dislikes.. seems like some people wanna degrade this movie	not-malayalam 
992	5395	Sunny chechiye kaanan vannathu njan maathram aano	unknown_state
993	1105	 samajh me nahi aya par dekh kar achha laga!	not-malayalam 
994	2655	 152k views in 38 minutes 107k likes. Lalettan magic	Positive 
995	2241	 Aa pazhaya lalettane thirichu kittiyennu thonniyavar like	unknown_state 
996	2174	 Thalapathy vijay & lalettan fanz hit like	not-malayalam 
997	1928	 Unlike itta ororutharkum Ulla adiyakatte ivde idunna like nu	Negative 
998	5568	Comments engilum 30 k ethikkanam..ath oru record akkam	unknown_state
999	734	 Ee Easter um Vishum njangal angu eduthu..	Positive 
1000	3941	 Wishes From #Suriya Fans!  Looking Forward for #Kaappaan !!	not-malayalam 
1001	1115	 ikka fan aahn but trailer vijrcha atra vannilla . cinema endhayalum polichadukum enn viswasikunnu	Mixed_feelings 
1002	1920	 Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...	Positive 
1003	6407	Eee vishu ikka yum pillerum kondu pokum	Positive
1004	917	 ThazheVettoor Government school Varkala ullavar aarenkilum undenkiluu koduuu LIKE adiii	unknown_state 
1005	1492	 Tovino machane fight scene poratto... eniyum valaraan undu	Negative 
1006	413	 Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ	Negative 
1007	2240	 LALETTAAA POLICHU  100 CR KOYYUM	Positive 
1008	509	 Muthaaapoooyyyyy hoooooooooo yyyyyyyyyyyyyyy odiyan loading	unknown_state 
1010	2867	 Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......	Positive 
1011	4996	 padam   pole anu muthe	Positive 
1012	4052	 7 days to go for mamangam.	not-malayalam 
1013	5387	 Like from superstar thalaivar rajini sir fans	not-malayalam 
1014	4705	 full support to ikka from #lalettan fans	not-malayalam 
1015	2498	 Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	Positive 
1016	454	 Happy birthday.    ...... Mammookkaa....	not-malayalam 
1018	2347	 Ikkaa ikkaaa ..ente chomanna jatty kandaa	unknown_state 
1019	5845	Poli poli polichu mass mass mass maranamass	Positive
1020	2155	 Muttamariyans Mammunni Myra raja team omkv	Negative 
1021	3077	 Mammookka did it last  sooper man punj is owsume	not-malayalam 
1022	6626	Diss like adichavarodanu Ella nayinte makkalkkum naduviral namaskkaram	Negative
1023	4280	 Padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru.. Onnu poyinada..	Negative 
1024	3739	 copy annan	Negative 
1026	4776	 Mamanga maha makamstarting this Nov 21st	not-malayalam 
1027	280	 Ente ikkkaaaa kola mass YouTube hang aanu makkale	Positive 
1028	4756	 Ingerk ethra vayas aa nna paranje????	unknown_state 
1029	5455	Disastrous Movie .. Waste Of Money	not-malayalam
1030	4464	 Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailler	Positive 
1031	6229	onnil kuduthal thavana kandavar like adike	unknown_state
1032	641	 16k view 85k like.. 8.5k dis like	not-malayalam 
1033	2538	 Prime video pe hindi subtitles k sath dekh skte ho me dekh k btata hu kaise h	not-malayalam 
1034	3567	 Padam motham twistukal aayirikkumennathil samshayamilla	Positive 
1035	1306	 Yedaa Mamooty poora	Negative 
1036	6287	Ikkaaaaa katta waiting.. Ini kurach nal koodi	Positive
1037	5724	Entammmo kidilan teaser.  Like big B....	Positive
1038	6283	Ithu njan 10il kooduthal  kandu	Positive
1040	420	 Etu lucifere polichu adukum...... Raja return daa.....	Positive 
1041	1590	 Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola...ith polikum...	Positive 
1042	3221	 Sarkar teaser likes VS odiyan trailer views	not-malayalam 
1043	4633	 njaan ippo oru  83 thavana kandu	Positive 
1044	6543	vadaaa mass dialogue..mammootty fan aya njan pattunnu...ithu lalettan thakarkumennu...koode vishakite madhura rajayum...	Positive
1045	1918	 ingerum verum myran aan padukilavan mammooty myran	Negative 
1046	1994	 Enne channel subscribe cheyyu na ellavareum njnum cheyyum	unknown_state 
1047	4592	 Sathykatha anthannu vacha kandittu angottu mathivarunnilla	Positive 
1049	3768	 mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta	Positive 
1050	2933	 Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....	Negative 
1051	169	 ee unlike adichavark oru asukam undu enthuvanan ariyamo asooya	Negative 
1052	4009	 Ippom itharalum kannan vanno vannavar like button adichooo	unknown_state 
1053	1511	 1.30 manoj K jayan  Mammookka walk	not-malayalam 
1054	4136	 Sathyathil abhinandanagal ariyikkendathu Prithvirajinanu. Thakarthu kalanjallo muthu	Positive 
1055	1823	 Prithvirajnte movie alle...Appol aa oru standard prathikeshikam.... Trailer kalakki	Positive 
1056	5302	 Mammoookkkaaaa u r a kingdom	not-malayalam 
1057	4496	 Behenchood kutey saleey illuminati kay 2 takey kay kutey....Lanat iblees par Lanat Lucifer per	not-malayalam 
1058	1888	 Dileepum anusitrarem oreclassil irunnu padichatha ennude para. Adipoli cinema	unknown_state 
1059	1372	 Ikka bakthanmaar like adi   Ikka istham	unknown_state 
1060	3099	 All the best from prithviraj fans🤩. Next prithviraj mammukka vech padam varatte....katta waiting	not-malayalam 
1061	3609	 Sunny chechiyee kannan vannavar like adi...	unknown_state 
1062	6534	LUCY Ooh ennik okk aar like tharan	unknown_state
1063	6085	5M  Ettanum pillarum katta stronga makkale	Positive
1065	2140	 Vindum vindum repeatadichu kanunna lalettan fans undel ivide likeadi	unknown_state 
1066	1527	 Prithviraj undennu aringuu trailer kanan vannavar atraper	unknown_state 
1067	1631	 Applause from an ettan fan... Mammukka katta swag	Positive 
1068	488	 Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi	unknown_state 
1070	986	 Ippozhum repeat adich kanunnavar ivdey like ikka🥰	Positive 
1071	1323	 Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy	Positive 
1072	1900	 Enna parayana  onnum parayanilla	unknown_state 
1073	5935	Thilakan sir undayirunnengil innocentinu pakaram adehamayirunnene	Mixed_feelings
1075	384	 Oru BEST ACTOR feel enikk maatramaano adiche	unknown_state 
1076	6047	Raja solvarath thaan syvaa seyrath mattuntha solvaan..	not-malayalam
1077	4469	 History of Mammukka   kattawaiting and support love u Mammukka	Positive 
1078	140	 adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema	Positive 
1080	4427	 Kalki fans show kannunavar like adichotovino	unknown_state 
1081	1461	 Idh 2 million cross aghanam enn agrahikunnavar adi like	unknown_state 
1082	4548	 Sudeep all the best. Trailer kalakki machanea apo padam powlikkum.	Positive 
1083	2483	 Venanki 6:00 manik release cheyam ketto!	unknown_state 
1084	2507	 Linto kurian fans  jayasurya nte career le super trailer	Positive 
1085	5608	I'm from tamilnadu I'm big fan of Mohanlal sir	not-malayalam
1086	3354	 Pearu nooki aaneallom ippol commentum idunna ...Ella idathu matham aakiyo?	unknown_state 
1087	5084	 trailer kollam padam koodi kanatte ennitt parayam bakki masss trailer	Positive 
1088	3650	 Pala bgm um ketta pole thonnunundelum kidu feel	Mixed_feelings 
1089	906	 Best actor poloru movie expect cheyunnu	unknown_state 
1090	2891	 Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best	Positive 
1091	117	 Lucifer kaanan povunnathinu munpu trailer kaanan vannavar aarokke	unknown_state 
1092	5389	 FDFS.. trailer kandu ithu vareyum njanithu paranjittilla..🤩🤩	Positive 
1093	5126	 Ithanu mamukka. Mammuka thirichu vannunn poyi parayedaaa. Lalettante level ipoooo	unknown_state 
1094	3323	 LALETTAN  UYIR  BAKKI ELLAM VERUM  MAYIR    LALETTAN	Negative 
1095	3861	 Happy birth day. Dear megastar mamookkaa	not-malayalam 
1096	4632	 Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	Mixed_feelings 
1097	1737	 Unni mukundan poli ikka vere	unknown_state 
1098	4095	 Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu	Negative 
1099	4261	 173 k likes 173 k views	not-malayalam 
1100	2311	 മോഹൻലാൽ ഫാനൊന്നുമല്ല. But Trailer soooper.  രാജുവേട്ടന്റെ first padam hit aavatte katta waiting	Positive 
1101	331	 Njan maathramano comment nu like  kittiyo enn veendum veendum nokkunnath	unknown_state 
1102	5366	 Cinema kandathinu shesham vannavar undo ivide	unknown_state 
1103	6658	lolante lucifer kand kaananthooni  vannavar	unknown_state
1104	1032	 2019 Mammokka angeduthunnu parayan paranju.	Positive 
1106	3174	 Kuru pottikkan aarum varanda...ith vere level aan makkale	Negative 
1107	4728	 Malappuram jillakkarude padam. Malappuram jillakkar adi like	unknown_state 
1108	5833	Ente makkale egeru vidum vidum aradhakare. Kollanalloooooo	unknown_state
1109	73	 Big B 2 pole und	Mixed_feelings 
1110	4311	 10 nil kooduthal trailer kandhavar like adi	unknown_state 
1112	1894	 Kallay thuramukathey ghureshimarod chodichariyanamyrunu chadrothey churika chooru mammmoooka ningal mwuthaan	unknown_state 
1113	5441	Dileep + siddiq + anu sitara..	unknown_state
1114	5116	 Kalki is a. Aswome movie.... But release date is bad	not-malayalam 
1117	4429	 Realistic padam kandu maduthu eni korachu mass aakam	Mixed_feelings 
1118	3587	 DISLIKE ADICHAVARK  IRIKKATTEE  ORU  KUTHIRA PAVAN......*ejjathi ooolatharam	Negative 
1119	2083	 Madhura raja....kandadhil vechu adipoli thagarppan movie...mammukka	Positive 
1120	2622	 Kollam. Short film polend. Vere vallo panikkm po man	Negative 
1121	4028	 Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum	Negative 
1122	2115	 Mohan Lal ayirunnenkil super ayene ..ithu chapli ayi poyi...	Negative 
1124	2372	 Lallettaaa polichhuu uff ejjaadi look trailer polichuu	Positive 
1125	2935	 Watch From  saudi. (Riyadh )	not-malayalam 
1127	4946	 Ith lusiferinte views pottikkum enn urappullavar adi...	unknown_state 
1128	4220	 Govt school pillar ku like adikkan ulla place	unknown_state 
1129	182	 Myarakam ikka  Hollywood direction and visuals	Positive 
1131	4338	 Malayala cinemayude charithram mattan deric abraham june 16 ethum	Positive 
1132	1207	 LuCIfeR        polichu poli	Positive 
1133	1671	 Trailer repeat kandukondirikkan thonnum.. LALETTAN.. ISHTAM	Positive 
1134	6471	Ho...oru azhchak ithrayum Neelam ondo?... Idikkatta waiting...	Positive
1135	5162	 kidu   padam kidu aayaa mathiyaairinnu	Positive 
1136	3124	 Laleetanu ikka fansite  Best of luck	Positive 
1138	3247	 Villain polichu Malayalam movieyil njan ivane polore villane kandittillla	Positive 
1139	2609	 Trailer kandittu dquntea Instagram  post kandappo ..dqi vayazyapolea thonnanu ..mammukkaaa🥰🥰🥰🥰	unknown_state 
1140	2438	 Model School 🤩🤩🤩 Romanjam  Trivandrum	Positive 
1141	357	 Prithviraj. Nighal oru marana mass sambavam	Positive 
1142	4377	 Promo viedeo engana kanua arelum paaratu pls	unknown_state 
1143	6008	Murivetta simhathintte shyasam garjanthekal bayankaramayirunnu Vannu vannu avan vannuikkaa love you	Positive
1145	5563	Onnathinu pottikan padakam Alla nalla assalu bomb thanne	Negative
1146	3454	 7 minutes 147k views  37k like......	not-malayalam 
1147	3396	 14 minute  65 k like  Ith polikkum	Positive 
1148	2338	 Ithu kollaam....  expectation onnukoodi koodi...	Positive 
1149	77	 Ithipo kadha muzhuvan undalo ithilu ? ?	unknown_state 
1150	1470	 All the best ikka- By a die hard ettan fan	not-malayalam 
1151	3625	 Surajettane kndappol ravanaprabhuvile varyar ammavane ormma vannavarundo	unknown_state 
1152	4083	 Dislike butten are stoped....still running for like butten....ettan effect...	not-malayalam 
1153	5744	Ettaaaa kandalum kandalum mathi varunnillaaaaaa poli anu kettooooo	Positive
1154	6369	Mohanlal fans like here. Trailer maran mass. Uff kidu	Positive
1155	2336	 Anganey avasaanam malayalathilum oru vedikkettu trailer irangi	Positive 
1156	5892	ikka thirichu vannu makkale <3 ini adiyude idiyude vedi pooram!!!!!	Positive
1157	1185	 Ente anna oru rakshaym ella.... Adipwoli	Positive 
1158	2740	 Madhraraja  ith ikkem ikkade pillerum pwolichadakkum	Positive 
1159	4384	 ente channel onnu subscribe chayyammo	unknown_state 
1160	1824	 Marakkar polichadukkum Mone kando laletta Love you	Positive 
1161	4279	 Adipoli   adipoli  adipoli  super	Positive 
1162	4131	 Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa	Positive 
1163	508	 Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....	unknown_state 
1164	3057	 Chill roomil kudungi ice aaayi ppopya penkuttiyue katha	unknown_state 
1165	2439	 Raja varunnu Maniyayi.  Rajamani	Positive 
1167	4460	 Ittichante vaka oru sample hitum koodi	Positive 
1168	3335	 Lucifer num katta support  Eni Madura raja kkum katta support  Thalapathy lovers Kerala	Positive 
1169	3463	 Enne polle 12 vattathille kuduthalle kandavarre arune	Positive 
1170	583	 Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....	Positive 
1171	1128	 Kandu pinnum kandu veendum kandu sheham kandu ippol kandu ithu kazhinuu kandu	Positive 
1173	862	 Dislike  Adicha Mammookka Fans  Njagade #ettante varav KaneKulirke Kandota...........................	Negative 
1174	2589	 Ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam	Positive 
1175	2729	 ettan fans ibdee common	unknown_state 
1177	1338	 sathyam parayalow kaNubol ente police traing kalam ormavarunu	Positive 
1178	3179	 Enth parayana ...pwolich adukki Bgm Vera level	Positive 
1179	5057	 ee padam pottum enn thonunnavar ethra per???	unknown_state 
1180	5227	 Mammooka polichu	unknown_state 
1181	3414	 Ikka fans ivide onnu ujala mukkiyek	unknown_state 
1182	5324	 Lalettan fans nte full support 🥰🥰🥰	Positive 
1184	4721	 Mammokka fans onnum alla. But karyam parayalo  trailer kalakki marich	Mixed_feelings 
1185	5235	 500 + dislikes .. Endonadey... Endu kandit aane  dislike adkne	Negative 
1187	6143	Arenkilum poi aa  srreeeekumaarane onnu vilich kaanich kodukkedoo  entha  etha  cinemannu  .....&&&&@@@	Negative
1188	2035	 As 15k dislike itavarod aranenokke mansilayi oru choddyam       Nanam undo	Negative 
1189	3448	 Unnni mukundante padamenn paranj arenkilum vanno makkale	unknown_state 
1190	2882	 Ee mohanlal padam 150 crore clubil varatee	Positive 
1191	1009	 Mamangam ikka ithre vendu katta waiting	Positive 
1193	2128	 Ben johnson mani police was soopr.  Idikkokke enna weightaa. Tovino pora	Mixed_feelings 
1195	6066	Eeetu polikkkummmmm........ trailer polichu Enni onnu thala uyarti nadakkam........we...love  Mamookkaaa....................	Positive
1196	75	 Ee pennu evide poyaalum ithaanallo avastha..	unknown_state 
1197	5498	Prithvi  Lalettan  Bgm ?? any idea guyzz ?	not-malayalam
1198	4100	 ethu type roleum ettante kayil safe aanu... sambhavam kidukum... fans show bookedettan uyir..	Positive 
1199	846	 10 il kooduthal kandavar like adikk	unknown_state 
1200	6202	Ithiloke vannu dislike adikunnavane okke namikanam	Positive
1201	5813	Ikkayude veedinte gate enkilum kurach gap ittu paniyamo	unknown_state
1202	4561	 Eppol time 5:50am 2000 view koodi kittiyalll 2million aakum....enthoru pookku...ithu Ella recordum pottikkum	Positive 
1203	6383	Sheriyaa.. Siddique Lalettante othiri kali neritt kandittullathalle.. 🤭🤭🤭	unknown_state
1204	1274	 Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer	Positive 
1205	576	 Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla	unknown_state 
1206	5967	eattaaa ini 8 day engane urangum	Mixed_feelings
1208	5270	 4M viewsmammookka we are waiting	not-malayalam 
1209	6172	ithil  apo  mammooty alle nayagan ????	unknown_state
1211	4372	 Brand new Bmw il vannerangum ennu pratheekshichu	unknown_state 
1212	3864	 Pazhanjan formula aanaloo .....  Oru gramam	Mixed_feelings 
1213	5910	Padathin hipe koottan trailer irakki ulla hippum koodi kondupoyi kalanju enn kettapol ithrayum pratheekshichilla	unknown_state
1214	4318	 renddunda oru venda.	Mixed_feelings 
1215	5194	 I am Fan from Andhra Pradesh	not-malayalam 
1217	1146	 Enthaylum... Oru adaar feel undu... Tamil look	Positive 
1218	3319	 Ethh avvo enn avvo padam eraguma kanna	unknown_state 
1219	2342	 Movie kandu super movie anu nalla oru story undu	Positive 
1220	3905	 #1 ON TRENDING  2M  realtime views  145k likes in 6 Hours  megastar Mammootty da	not-malayalam 
1221	6330	Padam inna kandee.....ayyo jai marikkum alle....enikk karachil vannu	unknown_state
1222	2382	 Lalettan polichu Pani ariyanunna Mon thanna rajuvettan	Positive 
1223	1452	 padam 2 thavana already kandavar aarelum undoo	unknown_state 
1224	2405	 Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa	Positive 
1225	5323	 Ith kandit simple and powerful movie aayirikkum..	Positive 
1226	4823	 Tamilnadu Mamuka fans hit like heare	not-malayalam 
1227	5268	 ha samadanamayi vannallo eni agg mamanga maholsavam	Positive 
1228	3550	 Oru reksheyum illa kandittu oru tamil padam feelings	Positive 
1229	395	 trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu	Positive 
1230	5254	 Adipwoliii Lalettaaa	Positive 
1231	4649	 16 k view 48 k like  appo youTube veendum hang aaayalle...	unknown_state 
1232	4794	 Nalla comedy movie aanenn thonnunnu....katta waiting🤗	Positive 
1233	1951	 Njanum ente pillarum stronga double strong Alla tripple strong	Positive 
1234	6501	Ammbo onnum parayan illa enna oru bgm annu class sathanam	Positive
1235	6030	Dislike adicha thaayolikale adikendavark like cheyyanulla comment	Negative
1236	426	 Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane	Negative 
1237	4051	 Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!	Positive 
1238	3437	 Hahaha...🤣🤣🤣Siricchu satthu....Sugar koodi Poyi mone... Pakka Flop....	Negative 
1239	3477	 Ekkkaaaaa .... Kaathirunath veruthe aayillaaa ... Heavy item .. Ekka fans hit the button ..	Positive 
1240	693	 All  The Best from unni mukudan fans	not-malayalam 
1241	4116	 puli murugante  set. eppozhum  lalettan  chunke  deeee	unknown_state 
1242	4817	 Uff.....aa last scenile look oru rakshim illatta....pwoli	Positive 
1243	1478	 Ennik mathram aano 200 cr clubil ee movie keerum enn thoniyath ?	unknown_state 
1244	2349	 Mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its MOHANLAL	Positive 
1245	775	 Lucifer പോലെ Oru മരണമാസ്സ്  Trailer.Mammokka kidukki . Trailer Eshttapettavar evide Like അടി മക്കളെ	Positive 
1246	2526	 you tube ipolum hang anelo 🤔🤔🤔🤔🤔🤔 nale sheriakum	unknown_state 
1248	6000	Goosebumps... What a BG... Mass ka baap	not-malayalam
1249	5289	 Aarokke yaan wait cheyyunnath.  Ee link ella pagilum	unknown_state 
1250	4459	 Ee dislike addikunnvarode .....onnum paryaanilla.....naldukandal aghikarikaan padikk	Negative 
1251	5035	 20 minutes  151 k veiws  Otta peru	unknown_state 
1252	6017	Dislike adikaan orupaad lalappan fan vannittund paavangal hahahahah	Negative
1253	955	 Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli	Positive 
1254	1286	 Padam vere level aaavum.... Mammulaaaal fanz	Positive 
1255	2450	 Ikka fans like butten adich pottik	unknown_state 
1256	2323	 OOO    Odiyan ????	unknown_state 
1257	1184	 Potta padam 2million views polum illatha ee oola padam potti paaleesavum.  Antony perumbaavoor kuthuvaala Edukentiverum. {not an ikka fan}	Negative 
1258	114	 kalakki Kalakki. Onnum parayan illa	Positive 
1259	3350	 16k dislike adicha ma.. Mahaanmaarude shirasu pilarnnu andharikane.. Bagavaane	Negative 
1260	1844	 Tamil Die Hard Mohan Lal fan	not-malayalam 
1261	916	 Mattoru DHRISHYAM...  aakum..  Aakattey..  Athinte soochana trailer il und	Positive 
1262	1484	 Appol  lalettante padathinte Record ellam  thakarthu  eriyan pokunnu alle ayikotte malayala  Cinema uratte	Positive 
1263	2179	 Ee kidu remake onnu kandu nokku	unknown_state 
1265	6208	MAMMUK  FANS  PERUMBAOOR  SUPER     jai jai mammuk	not-malayalam
1266	2659	 Ethu polikum njanumanta family realsinta annu thana pokum	Positive 
1267	2765	 Idhinde teasern verum 50k like ullu	unknown_state 
1269	3720	 Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...	Negative 
1271	6569	View etrayayee ennu ariyan veeunavar undo ?	unknown_state
1272	6138	Mammmookka no words.katta support to GANAGANDHARVAN . Kalasadhan ullasinu janmadhinashamsakal. Pinne pisharody	Positive
1274	6309	Waiting for Malayalam Epic movie Mamangam	not-malayalam
1275	4970	 Fucking awesome mahn... Latettan poliiiiii.. Rajubhai chathikikllaaa.. Waiting for lucifer... Odukathe trailer ayi poyi monneeeeeeeeeeeeeeeeee	Positive 
1276	4808	 Suraj vere level  soubin  ithu thakarkkum	Positive 
1277	2797	 Lalettan  fan Aya entea Ella ashamasakalum	unknown_state 
1278	4824	 ikka oru raksha illa super waiting	Positive 
1279	3734	 Ikka kku nalla age feel cheyuunuu	Mixed_feelings 
1280	6126	Kuch Samaj Mai nhi Aya but Maja Aya	not-malayalam
1282	4719	 malayala cinema heightsukal keezhadakunnu... innevare ulla cinemakalil ninn vyathasthaamaayi chithreekarikunnu... Proud to us...	Positive 
1283	2266	 BIG M'S ARE SETTING FIRE ON YOUTUBE	not-malayalam 
1284	217	 Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super	Positive 
1285	4647	 Woah!!kidu TrailerMammukkaaThis Eid z awesome	Positive 
1286	3334	 Ellarum orugi irunno....... Raja returns.... Teaser vannappol youtube cheria parukkukalode rekshapettu . ... Ennal innu chavum..... Waitingg......	Positive 
1287	5531	Ambooo pwoli oru rekshem illa lalettaaa poliiii	Positive
1288	1228	 Onnil kuduthal kanda trailer ambooo powli....	Positive 
1289	5351	 Mammokka fans tribute to maamangam	not-malayalam 
1290	2359	 Storyum cinemayum polikkum along with mammookka	Positive 
1291	3682	 Ikkaaaaa masss enn vechaal ithaam masss	Positive 
1292	2285	 SKECH BGMNOD ENTHO SAMYAM ULLAPOLE.. ENNALUM KIDUVE...	Mixed_feelings 
1293	4480	 uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(	Positive 
1294	6161	Rajauda kalii enum keralam kannan pokunnaa olluu🤩🤩	Positive
1295	3653	 Annnnnnooii oru rakshem ella pwoliiiiiino words	Positive 
1296	3357	 Mere naam ka kachra karo sab mil k	not-malayalam 
1297	5460	Aiyee.. Trailer satyam paranjal Valya rasamonun illa and I'm a lal fan	Negative
1298	5331	 Pwolii trailer action okke pakka...  Ikka fans🤩	Positive 
1299	4954	 Oru naaturajav style illeeeeeee ennoru doubt?	Mixed_feelings 
1300	3896	 Mamangathinte yudham kambani kanan kadakunnathe ollu	unknown_state 
1301	3552	 Dislike count kootan budhimuttuna chila aalukal	Negative 
1303	5536	All the best ikka.... Oru ettan fan	Positive
1304	3863	 Dey nthonadey refresh adikumbolathekum likes okke rand erati avunnu	unknown_state 
1306	3904	 Villain tovino anengkil maari 2 kazhiyinj 2 movie as villain	unknown_state 
1307	5033	 padam kand kayinn trailer kaanan vannavar adi like🤗..	unknown_state 
1308	3415	 Glass kondum mass kanichilea pwoli odiyan	Positive 
1310	4135	 24 k naarikkal eee cinema dislike ittu avanmaarku thallu kodukkuvan agraham ullavar like addi	Negative 
1311	4752	 Ee onam njangal ing edukkuvaa..... ee ittichan...	Positive 
1312	2071	 Madhuraraaja trailer kandu evide vannavar like🥰🥰🥰🥰	unknown_state 
1313	2165	 Raja chaadiyal muttolam pinnem chaadiyal chattiyolam....	unknown_state 
1314	6625	Ee shareeramulla manushyanevech ee padam cheydh kulamakarudh plees	Negative
1316	4743	 Ek no movie h bhai log dil khush ho gya esa lag raha tha movie khatm hi na ho	not-malayalam 
1317	457	 Trailer oru spark aakunnilla.... But still waiting .....	Mixed_feelings 
1318	3966	 Jaathee mathangalkk adheedhamaayi manushyaneyaanu snehikkendath enna threadil cinema thudangi athe threadil cinema avasaanippicha samvidaayakanu irikkatte oru kuthirappavan	Positive 
1319	1078	 E trailer kndapoi.... Ethra perkku kgf padam ormma vannu	Mixed_feelings 
1320	795	 Vysakhinte direction aayath kondaanenn thonnunnu...raajayk oru pulimurugan touch	Mixed_feelings 
1321	3091	 Sambavam kidu ayandu..but pratheekshikkan pediya.. sherikkum pedichitta	Positive 
1322	1168	 Evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole..thaadi vecha pinne..payyan pwoli alle....luv u. .Lalettaa...	Positive 
1323	3241	 ithil dislike adichavarkkellam ente naduviral namaskkaram	Negative 
1324	1491	 Pls support me pls       My channel subscribe pls Pls	not-malayalam 
1325	1442	 Nalla padam ayirikatte odian pole akathirunnaal madi all the best	Positive 
1326	6295	#illuminate  Arkum athikam ariyatha oru paru padi ....devil mayi vakenundeal . I think pirthraj is illuminated	unknown_state
1327	6180	Makale ith polikum ikkaaa love you	Positive
1328	4284	 ethanoo trailer kandapalla enta ammoo bhodam poyi padam moonjiyaa	Negative 
